"FND_APP_FLEX_VALUE_SET.ValueSetCode","Value","IndependentValue","IndependentValueNumber","IndependentValueDate","IndependentValueTimestamp","ValueNumber","ValueDate","ValueTimestamp","TranslatedValue","Description","EnabledFlag","StartDateActive","EndDateActive","SummaryFlag","FlexValueAttribute1","FlexValueAttribute2","FlexValueAttribute3","FlexValueAttribute4","FlexValueAttribute5","FlexValueAttribute6","SortOrder","ExternalDataSource","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin"
"FA_CITY","DÜSSELDORF ","","","","","","","","","Düsseldorf","Y","","","","","","","","","","","","2016/10/19 09:16:22.084","CUSTOMIZED_USER","2016/10/19 09:16:36.914","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","EDINBURGH","","","","","","","","","Edinburgh","Y","","","","","","","","","","","","2013/11/04 10:04:25.531","CUSTOMIZED_USER","2013/11/04 10:04:47.558","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","ELK CITY","","","","","","","","","Elk City","Y","","","","","","","","","","","","2020/04/07 18:42:46.305","CUSTOMIZED_USER","2020/04/07 18:43:22.182","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","ERFURT","","","","","","","","","Erfurt","Y","","","","","","","","","","","","2016/10/19 09:19:03.323","CUSTOMIZED_USER","2016/10/19 09:19:14.911","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","FORT WORTH","","","","","","","","","Fort Worth","Y","","","","","","","","","","","","2020/04/07 18:40:34.089","CUSTOMIZED_USER","2020/04/07 18:43:21.039","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","FRANKFURT(M)","","","","","","","","","Mrankfurt am Main","Y","","","","","","","","","","","","2016/10/19 09:19:41.413","CUSTOMIZED_USER","2016/10/19 09:19:53.815","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","HALLE(S)","","","","","","","","","Halle ander Saale","Y","","","","","","","","","","","","2016/10/19 09:21:16.035","CUSTOMIZED_USER","2016/10/19 09:21:28.387","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","HAMBURG","","","","","","","","","Hamburg","Y","","","","","","","","","","","","2016/10/19 07:18:04.172","CUSTOMIZED_USER","2016/10/19 07:18:15.511","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","HANNOVER","","","","","","","","","Hannover","Y","","","","","","","","","","","","2016/10/19 09:15:05.403","CUSTOMIZED_USER","2016/10/19 09:15:59.479","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","HOUSTON","","","","","","","","","Houston","Y","","","","","","","","","","","","2020/04/07 18:37:54.0","CUSTOMIZED_USER","2020/04/07 18:43:19.402","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","HYDERABAD","","","","","","","","","Hyderabad","Y","","","","","","","","","","","","2019/07/16 14:17:07.736","CUSTOMIZED_USER","2019/07/16 14:19:56.053","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_CITY","ISTANBUL","","","","","","","","","ISTANBUL","Y","","","","","","","","","","","","2018/03/13 14:08:25.764","CUSTOMIZED_USER","2018/03/13 14:08:33.576","CUSTOMIZED_USER","674CA9E17493D2EDE053E9A7FD0ACD8F"
"FA_CITY","KIEL","","","","","","","","","Kiel","Y","","","","","","","","","","","","2016/10/19 09:18:42.408","CUSTOMIZED_USER","2016/10/19 09:18:57.321","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","KUNMING","","","","","","","","","Kunming","Y","","","","","","","","","","","","2013/11/04 10:04:56.517","CUSTOMIZED_USER","2013/11/04 10:05:18.187","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","KÖLN","","","","","","","","","Köln","Y","","","","","","","","","","","","2016/10/19 09:20:22.862","CUSTOMIZED_USER","2016/10/19 09:20:37.672","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","LAFAYETTE","","","","","","","","","Lafayette","Y","","","","","","","","","","","","2021/04/09 10:57:06.785","CUSTOMIZED_USER","2021/04/09 10:59:26.262","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","LAKE CHARLES","","","","","","","","","Lake Charles","Y","","","","","","","","","","","","2021/04/09 10:57:50.752","CUSTOMIZED_USER","2021/04/09 10:59:26.49","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","LEIPZIG","","","","","","","","","Leipzig","Y","","","","","","","","","","","","2016/10/19 09:20:56.77","CUSTOMIZED_USER","2016/10/19 09:21:10.444","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","LILLE","","","","","","","","","Lille","Y","","","","","","","","","","","","2013/11/04 10:05:30.227","CUSTOMIZED_USER","2013/11/04 10:05:40.279","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","LONDON","","","","","","","","","London","Y","","","","","","","","","","","","2013/11/04 10:05:44.192","CUSTOMIZED_USER","2013/11/04 10:06:24.46","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","LONGVIEW","","","","","","","","","Longview","Y","","","","","","","","","","","","2020/04/07 18:40:53.852","CUSTOMIZED_USER","2020/04/07 18:43:21.232","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","LOS ANGELES","","","","","","","","","Los Angeles","Y","","","","","","","","","","","","2013/11/04 10:06:27.758","CUSTOMIZED_USER","2013/11/04 10:06:59.694","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","LYON","","","","","","","","","Lyon","Y","","","","","","","","","","","","2013/11/04 10:07:02.692","CUSTOMIZED_USER","2013/11/04 10:07:25.14","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","MAGDEBURG","","","","","","","","","Magdeburg","Y","","","","","","","","","","","","2016/10/19 09:18:00.548","CUSTOMIZED_USER","2016/10/19 09:18:33.384","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","MAINZ","","","","","","","","","Mainz","Y","","","","","","","","","","","","2016/10/19 09:16:39.427","CUSTOMIZED_USER","2016/10/19 09:17:01.528","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","MANCHESTER","","","","","","","","","Manchester","Y","","","","","","","","","","","","2013/11/04 10:07:30.745","CUSTOMIZED_USER","2013/11/04 10:07:56.424","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","MARSEILLE","","","","","","","","","Marseille","Y","","","","","","","","","","","","2013/11/04 10:08:01.396","CUSTOMIZED_USER","2013/11/04 10:09:48.972","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","MERKEZ","","","","","","","","","MERKEZ","Y","","","","","","","","","","","","2018/03/14 10:58:06.0","CUSTOMIZED_USER","2018/03/14 11:00:14.204","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_CITY","MIAMI","","","","","","","","","Miami","Y","","","","","","","","","","","","2013/11/04 10:08:45.707","CUSTOMIZED_USER","2013/11/04 10:08:54.838","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","MIDLAND","","","","","","","","","Midland","Y","","","","","","","","","","","","2020/04/07 18:38:36.091","CUSTOMIZED_USER","2020/04/07 18:43:19.733","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","MUMBAI","","","","","","","","","Mumbai","Y","","","","","","","","","","","","2019/07/16 14:16:18.87","CUSTOMIZED_USER","2019/07/16 14:19:55.933","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_CITY","MÜNCHEN","","","","","","","","","München","Y","","","","","","","","","","","","2016/10/19 07:16:49.056","CUSTOMIZED_USER","2016/10/19 07:16:59.683","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","NANTERRE","","","","","","","","","Nanterre","Y","","","","","","","","","","","","2013/11/04 10:09:14.565","CUSTOMIZED_USER","2013/11/04 10:09:28.746","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","NANTES","","","","","","","","","Nantes","Y","","","","","","","","","","","","2013/11/04 10:09:54.228","CUSTOMIZED_USER","2013/11/04 10:10:16.517","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","NEBO","","","","","","","","","Nebo","Y","","","","","","","","","","","","2016/10/05 11:00:56.739","CUSTOMIZED_USER","2016/10/05 11:01:09.489","CUSTOMIZED_USER","3E1D01ED3B177932E0537AA3FD0AF2A0"
"FA_CITY","NEW DELHI","","","","","","","","","New Delhi","Y","","","","","","","","","","","","2019/07/16 14:14:14.0","CUSTOMIZED_USER","2019/07/16 14:19:55.794","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_CITY","NEW ORLEANS","","","","","","","","","New Orleans","Y","","","","","","","","","","","","2021/04/09 10:58:29.046","CUSTOMIZED_USER","2021/04/09 10:59:26.603","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","NEW YORK","","","","","","","","","New York","Y","","","","","","","","","","","","2013/11/04 10:10:19.742","CUSTOMIZED_USER","2013/11/04 10:10:44.537","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","NORWICH","","","","","","","","","Norwich","Y","","","","","","","","","","","","2013/11/04 10:11:04.19","CUSTOMIZED_USER","2013/11/04 10:11:13.429","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","NÜRNBERG","","","","","","","","","Nürnberg","Y","","","","","","","","","","","","2016/10/19 09:19:23.021","CUSTOMIZED_USER","2016/10/19 09:19:34.362","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","ODESSA","","","","","","","","","Odessa","Y","","","","","","","","","","","","2020/04/07 18:39:00.179","CUSTOMIZED_USER","2020/04/07 18:43:19.92","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","OKLAHOMA CITY","","","","","","","","","Oklahoma City","Y","","","","","","","","","","","","2020/04/07 18:41:51.671","CUSTOMIZED_USER","2020/04/07 18:43:21.761","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","PARIS","","","","","","","","","Paris","Y","","","","","","","","","","","","2013/11/04 10:11:16.696","CUSTOMIZED_USER","2013/11/04 10:11:38.01","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","PECOS","","","","","","","","","Pecos","Y","","","","","","","","","","","","2020/04/07 18:39:14.523","CUSTOMIZED_USER","2020/04/07 18:43:20.078","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","PORT BOTANY","","","","","","","","","Port Botany","Y","","","","","","","","","","","","2016/10/05 11:00:10.112","CUSTOMIZED_USER","2016/10/05 11:00:31.273","CUSTOMIZED_USER","3E1D01ED3B177932E0537AA3FD0AF2A0"
"FA_CITY","POTSDAM","","","","","","","","","Potsdam","Y","","","","","","","","","","","","2016/10/19 07:17:20.944","CUSTOMIZED_USER","2016/10/19 07:17:37.529","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","REDWOOD CITY","","","","","","","","","Redwood City","Y","","","","","","","","","","","","2013/11/04 10:11:41.116","CUSTOMIZED_USER","2013/11/04 10:12:07.358","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","ROSTOK","","","","","","","","","Rostok","Y","","","","","","","","","","","","2016/10/19 09:20:00.425","CUSTOMIZED_USER","2016/10/19 09:20:11.862","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","SAARBRÜCKEN","","","","","","","","","Saarbrücken","Y","","","","","","","","","","","","2016/10/19 09:17:12.016","CUSTOMIZED_USER","2016/10/19 09:17:26.008","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","SABINE PASS","","","","","","","","","Sabine Pass","Y","","","","","","","","","","","","2021/04/09 10:56:30.061","CUSTOMIZED_USER","2021/04/09 10:59:26.152","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","SAN ANGELO","","","","","","","","","San Angelo","Y","","","","","","","","","","","","2020/04/07 18:40:18.051","CUSTOMIZED_USER","2020/04/07 18:43:20.817","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","SAN ANTONIO","","","","","","","","","San Antonio","Y","","","","","","","","","","","","2020/04/07 18:40:04.328","CUSTOMIZED_USER","2020/04/07 18:43:20.621","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","SCHWERIN","","","","","","","","","Schwerin","Y","","","","","","","","","","","","2016/10/19 09:10:47.052","CUSTOMIZED_USER","2016/10/19 09:14:59.124","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","SEATTLE","","","","","","","","","Seattle","Y","","","","","","","","","","","","2013/11/04 10:12:11.417","CUSTOMIZED_USER","2013/11/04 10:12:35.758","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","SHANGHAI","","","","","","","","","Shanghai","Y","","","","","","","","","","","","2013/11/04 10:12:42.323","CUSTOMIZED_USER","2013/11/04 10:13:04.776","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","SHENYANG","","","","","","","","","Shenyang","Y","","","","","","","","","","","","2013/11/04 10:13:23.169","CUSTOMIZED_USER","2013/11/04 10:13:32.971","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","SHENZHEN","","","","","","","","","Shenzhen","Y","","","","","","","","","","","","2013/11/04 10:13:35.944","CUSTOMIZED_USER","2013/11/04 10:14:01.202","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","SHREVEPORT","","","","","","","","","Shreveport","Y","","","","","","","","","","","","2021/04/09 10:56:10.996","CUSTOMIZED_USER","2021/04/09 10:59:25.971","CUSTOMIZED_USER","BF753067B5C8586FE0532D60FD0AAC92"
"FA_CITY","STUTTGART","","","","","","","","","Stuttgart","Y","","","","","","","","","","","","2016/10/19 07:16:24.779","CUSTOMIZED_USER","2016/10/19 07:16:42.851","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","TOULOUSE","","","","","","","","","Toulouse","Y","","","","","","","","","","","","2013/11/04 10:14:04.816","CUSTOMIZED_USER","2013/11/04 10:14:26.799","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_CITY","TULSA","","","","","","","","","Tulsa","Y","","","","","","","","","","","","2020/04/07 18:41:34.319","CUSTOMIZED_USER","2020/04/07 18:43:21.593","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","WARSAW","","","","","","","","","WARSAW","Y","","","","","","","","","","","","2018/12/05 17:53:19.0","CUSTOMIZED_USER","2018/12/05 17:53:42.708","CUSTOMIZED_USER","7C461737177213B1E0537990DF0AC065"
"FA_CITY","WEATHERFORD","","","","","","","","","Weatherford","Y","","","","","","","","","","","","2020/04/07 18:43:00.649","CUSTOMIZED_USER","2020/04/07 18:43:22.324","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","WIESBADEN","","","","","","","","","Wiesbaden","Y","","","","","","","","","","","","2016/10/19 09:10:27.549","CUSTOMIZED_USER","2016/10/19 09:10:41.818","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_CITY","WOODWARD","","","","","","","","","Woodward","Y","","","","","","","","","","","","2020/04/07 18:42:11.083","CUSTOMIZED_USER","2020/04/07 18:43:21.898","CUSTOMIZED_USER","A2B6D5DAE87164CCE053B090DF0A843D"
"FA_CITY","XIAN","","","","","","","","","Xian","Y","","","","","","","","","","","","2013/11/04 10:14:41.248","CUSTOMIZED_USER","2013/11/04 10:14:49.203","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_COUNTRY","AUSTRALIA","","","","","","","","","Australia","Y","","","","","","","","","","","","2016/10/05 07:16:53.0","CUSTOMIZED_USER","2016/10/05 07:23:36.002","CUSTOMIZED_USER","3E17B6EC0B375FC0E0537AA3FD0A517E"
"FA_COUNTRY","CHINA","","","","","","","","","CHINA","Y","","","","","","","","","","","","2013/11/04 09:57:51.045","CUSTOMIZED_USER","2013/11/04 09:57:58.408","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_COUNTRY","FRANCE","","","","","","","","","FRANCE","Y","","","","","","","","","","","","2013/11/04 09:58:02.677","CUSTOMIZED_USER","2013/11/04 09:58:17.831","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_COUNTRY","GERMANY","","","","","","","","","Deutschland","Y","","","","","","","","","","","","2016/10/19 06:49:52.0","CUSTOMIZED_USER","2016/10/19 06:51:30.593","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_COUNTRY","INDIA","","","","","","","","","India","Y","","","","","","","","","","","","2019/07/16 13:57:31.0","CUSTOMIZED_USER","2019/07/16 13:57:58.643","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_COUNTRY","POLAND","","","","","","","","","POLAND","Y","","","","","","","","","","","","2018/12/05 17:48:18.0","CUSTOMIZED_USER","2018/12/05 17:48:41.457","CUSTOMIZED_USER","7C461737177213B1E0537990DF0AC065"
"FA_COUNTRY","TURKIYE","","","","","","","","","TURKIYE","Y","","","","","","","","","","","","2018/03/14 10:46:34.0","CUSTOMIZED_USER","2018/03/14 10:53:23.642","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_COUNTRY","UK","","","","","","","","","UK","Y","","","","","","","","","","","","2013/11/04 09:58:21.672","CUSTOMIZED_USER","2013/11/04 09:58:42.756","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_COUNTRY","USA","","","","","","","","","USA","Y","","","","","","","","","","","","2013/11/04 09:58:45.861","CUSTOMIZED_USER","2013/11/04 09:59:00.98","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","BILGISAYAR","","","","","","","","","BILGISAYAR","Y","","","","","","","","","","","","2018/03/13 14:05:34.0","CUSTOMIZED_USER","2018/03/13 14:06:45.928","CUSTOMIZED_USER","674CA9E17493D2EDE053E9A7FD0ACD8F"
"FA_MAJOR_CATEGORY","BUILDING","","","","","","","","","Building","Y","","","","","","","","","","","","2013/11/04 10:34:53.0","CUSTOMIZED_USER","2013/11/04 10:35:08.256","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","COMPUTER","","","","","","","","","Computer","Y","","","","","","","","","","","","2013/11/04 10:35:19.678","CUSTOMIZED_USER","2013/11/04 10:35:34.1","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","EQUIPMENT","","","","","","","","","Equipment","Y","","","","","","","","","","","","2013/11/04 10:35:37.744","CUSTOMIZED_USER","2013/11/04 10:35:59.114","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","EXPENSED","","","","","","","","","Expensed","Y","2017/09/28","","","","","","","","","","","2017/09/28 10:49:50.0","CUSTOMIZED_USER","2017/09/28 10:50:23.996","CUSTOMIZED_USER","5A3E7D06EA9E38AFE0538DADFD0AE3F8"
"FA_MAJOR_CATEGORY","FIXTURES","","","","","","","","","Fixtures","Y","","","","","","","","","","","","2013/11/04 10:36:11.573","CUSTOMIZED_USER","2013/11/04 10:36:20.029","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","FURNITURE","","","","","","","","","Furniture","Y","","","","","","","","","","","","2013/11/04 10:36:23.721","CUSTOMIZED_USER","2013/11/04 10:36:47.191","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","INFRASTRUCTURE","","","","","","","","","Infrastructure","Y","","","","","","","","","","","","2021/08/23 11:47:47.0","CUSTOMIZED_USER","2021/08/23 11:49:14.073","CUSTOMIZED_USER","C8313A9A24865EF7E0530264FD0A89F8"
"FA_MAJOR_CATEGORY","LAND","","","","","","","","","Land","Y","","","","","","","","","","","","2013/11/04 10:36:50.645","CUSTOMIZED_USER","2013/11/04 10:37:06.911","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_MAJOR_CATEGORY","VEHICLE","","","","","","","","","Vehicle","Y","","","","","","","","","","","","2013/11/04 10:37:19.369","CUSTOMIZED_USER","2013/11/04 10:37:28.421","CUSTOMIZED_USER","EA56E36C68EC043AE0436204548CB264"
"FA_STATE_COUNTY","BB","","","","","","","","","Brandenburg","Y","","","","","","","","","","","","2016/10/19 06:53:46.994","CUSTOMIZED_USER","2016/10/19 06:53:59.295","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_STATE_COUNTY","BE","","","","","","","","","Berlin","Y","","","","","","","","","","","","2016/10/19 06:53:26.008","CUSTOMIZED_USER","2016/10/19 06:53:36.034","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_STATE_COUNTY","BEIJING","","","","","","","","","Beijing","Y","","","","","","","","","","","","2013/11/04 13:18:28.0","CUSTOMIZED_USER","2013/11/04 13:18:52.382","CUSTOMIZED_USER","EA5AABA77227704DE0436204548C5A8A"
"FA_STATE_COUNTY","BRISTOL","","","","","","","","","Bristol","Y","","","","","","","","","","","","2013/11/04 13:18:58.011","CUSTOMIZED_USER","2013/11/04 13:19:24.006","CUSTOMIZED_USER","EA5AABA77227704DE0436204548C5A8A"
"FA_STATE_COUNTY","BURSA","","","","","","","","","BURSA","Y","","","","","","","","","","","","2018/03/14 10:55:49.06","CUSTOMIZED_USER","2018/03/14 10:56:02.244","CUSTOMIZED_USER","675AB4694F2EF4ECE053E9A7FD0AE652"
"FA_STATE_COUNTY","BW","","","","","","","","","Baden-Württemberg","Y","","","","","","","","","","","","2016/10/19 06:52:42.329","CUSTOMIZED_USER","2016/10/19 06:52:59.769","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_STATE_COUNTY","BY","","","","","","","","","Bayern","Y","","","","","","","","","","","","2016/10/19 06:53:04.741","CUSTOMIZED_USER","2016/10/19 06:53:19.358","CUSTOMIZED_USER","3F3245DF52612299E0537AA3FD0A56B8"
"FA_STATE_COUNTY","CALIFORNIA","","","","","","","","","California","Y","","","","","","","","","","","","2013/11/04 13:19:27.991","CUSTOMIZED_USER","2013/11/04 13:19:55.873","CUSTOMIZED_USER","EA5AABA77227704DE0436204548C5A8A"
"FA_STATE_COUNTY","COLORADO","","","","","","","","","Colorado","Y","","","","","","","","","","","","2019/03/07 11:32:46.0","CUSTOMIZED_USER","2019/03/07 11:34:02.549","CUSTOMIZED_USER","83804E8FEA9C86A6E053C390DF0AACED"
"FA_STATE_COUNTY","DELHI","","","","","","","","","Delhi","Y","","","","","","","","","","","","2019/07/16 14:05:54.723","CUSTOMIZED_USER","2019/07/16 14:08:51.189","CUSTOMIZED_USER","8DCCC5911F953BF5E053C390DF0A6DD4"
"FA_STATE_COUNTY","EDINBURGH","","","","","","","","","Edinburgh","Y","","","","","","","","","","","","2013/11/04 13:20:00.305","CUSTOMIZED_USER","2013/11/04 13:20:26.503","CUSTOMIZED_USER","EA5AABA77227704DE0436204548C5A8A"
"FA_STATE_COUNTY","FLORIDA","","","","","","","","","Florida","Y","","","","","","","","","","","","2013/11/04 13:20:29.534","CUSTOMIZED_USER","2013/11/04 13:20:55.077","CUSTOMIZED_USER","EA5AABA77227704DE0436204548C5A8A"
